Country,Year,Artificial surfaces (including urban and associated areas): Climate altering,Cover Index: Climate altering,Grassland: Climate regulating,Herbaceous crops: Climate altering,Inland water bodies: Climate regulating,Mangroves: Climate regulating,Permanent snow and glaciers: Climate regulating,Shrub-covered areas: Climate regulating,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded: Climate regulating",Sparsely natural vegetated areas: Climate neutral,Terrestrial barren land: Climate neutral,Tree-covered areas: Climate regulating,Woody crops: Climate regulating
Nepal,2015,26.7041,100.0,3217.9256,2911.0272,30.5135,0.0,488.2153,529.3437,2.3251,10.4011,186.6227,7104.7912,291.9704
Nepal,2016,26.7099,98.8618047,3210.3942,2877.5843,30.56,0.0,488.2153,524.8342,2.2864,10.4011,187.0877,7153.1508,288.6161
Nepal,2017,26.9076,98.6172146,3207.8788,2870.2012,30.5677,0.0,488.2153,523.5561,2.2864,10.4011,187.1497,7164.8005,287.8756
Nepal,2018,26.9483,98.66166453,3205.7315,2871.4663,30.5677,0.0,488.2153,525.3623,2.2864,10.7499,189.1493,7161.3604,288.0025
Nepal,2019,27.0354,98.50453241,3199.4397,2866.7631,30.5832,0.0,488.2153,526.2812,2.2864,10.9979,189.0718,7171.6352,287.5308
Nepal,2020,27.3319,98.43548939,3197.0727,2864.4019,30.5987,0.0,488.3858,527.8475,2.2554,11.2226,188.8393,7174.404,287.2939
Pakistan,1992,40.4805,99.11399832,15985.1608,24238.1802,540.0579,8.2077,210.928,7276.8872,381.0966,2651.6325,24978.7073,2480.1735,372.6458
Pakistan,1993,41.2362,98.93701069,15985.0637,24194.0595,540.0579,8.2077,210.928,7276.7617,381.0811,2651.5937,24978.7073,2480.2534,416.173
Pakistan,1994,42.2127,98.87493607,15984.8917,24177.8811,540.0579,8.2077,210.928,7276.6334,381.0811,2651.5472,24978.7073,2480.382,431.6052
Pakistan,1995,43.0672,98.9812504,15983.3957,24203.0678,534.8419,8.2232,210.928,7224.9868,381.2128,2654.2366,25007.053,2463.383,449.7353
Pakistan,1996,44.0031,98.90400162,15993.8223,24183.2173,525.6421,8.2232,210.928,7191.1709,381.5461,2655.1047,25017.9842,2460.1437,492.3719
Pakistan,1997,44.968,99.01531147,16013.6569,24209.4975,522.48,8.2232,210.928,7177.4976,381.7243,2655.5,25000.4971,2448.5308,490.5855
Pakistan,1998,46.0434,99.21210403,16053.4955,24256.6611,520.0618,8.293,210.928,7151.5286,381.9646,2655.2984,24976.1876,2404.8839,498.8516
Pakistan,1999,47.1885,99.59906836,16324.2206,24350.2894,517.2794,8.293,210.928,7028.4808,382.4994,2672.9539,24728.8072,2387.5702,505.6344
Pakistan,2000,48.694,99.54274618,16585.1921,24334.9877,517.2717,8.293,210.928,6923.0559,382.6001,2731.2759,24539.7198,2366.2635,515.8641
Pakistan,2001,73.8578,99.52947947,16628.3878,24306.5842,517.2252,8.2852,210.928,6902.0371,382.6621,2744.0797,24504.4881,2363.7895,521.8538
Pakistan,2002,94.255,99.64921224,16795.0299,24315.5112,517.6669,8.2852,210.928,6895.4198,382.6311,2749.8382,24314.4183,2363.0257,517.1524
Pakistan,2003,125.5454,99.83607434,16927.8316,24330.0218,519.0,8.2852,210.928,6890.3615,382.5614,2746.2265,24147.7592,2367.1331,508.5981
Pakistan,2004,152.1914,99.66432782,17544.825,24261.249,525.7816,8.2697,210.928,6887.2609,382.4684,2809.6173,23420.2539,2372.9029,588.3213
Pakistan,2005,164.4855,99.61434454,17789.4211,24236.7312,526.6187,8.2775,210.928,6886.4828,382.4296,2804.533,23140.5815,2374.9912,638.6543
Pakistan,2006,179.5117,99.66930995,17899.8169,24235.1657,526.5412,8.2852,210.928,6873.874,382.5459,2802.3784,23015.1921,2378.4441,651.44
Pakistan,2007,192.7358,99.7478805,18637.1055,24241.1862,528.2773,8.3937,210.928,6872.8436,382.5149,2823.2503,22215.0185,2382.7812,669.0824
Pakistan,2008,202.1235,99.70102307,18739.6755,24220.3725,529.1686,8.4557,210.928,6871.7822,382.7706,2816.3059,22094.9677,2386.4468,701.2891
Pakistan,2009,210.7614,99.73955439,18827.9295,24221.1743,529.3158,8.4867,210.928,6871.8597,382.8172,2816.0347,21990.4936,2388.93,705.559
Pakistan,2010,219.4806,99.77344687,18859.5727,24220.7165,529.2771,8.4867,210.928,6872.3073,382.8094,2811.6169,21956.4386,2390.3786,702.1453
Pakistan,2011,226.4037,99.87474553,18901.3939,24238.648,537.5468,8.479,210.928,6871.4028,380.4223,2812.826,21910.9713,2392.0616,673.2063
Pakistan,2012,237.7039,99.93373043,18895.836,24241.7716,537.477,8.479,210.928,6871.364,380.461,2813.4383,21913.9775,2393.018,659.7546
Pakistan,2013,258.3045,99.99749287,18894.3458,24236.7999,537.6166,8.4712,210.928,6874.5603,380.4533,2815.6162,21906.8783,2395.967,644.2996
Pakistan,2014,279.1028,99.97644816,18867.4272,24210.8205,542.5613,8.4402,210.928,6874.4189,380.027,2819.2666,21926.6085,2398.7215,645.834
Pakistan,2015,290.8854,100.0,18867.5391,24204.7862,542.5613,8.4402,210.928,6874.272,379.996,2819.1194,21926.0008,2401.0001,638.5605
Pakistan,2016,290.897,99.9541923,18924.955,24193.5545,545.6848,8.4402,210.928,6872.9529,379.9185,2820.3517,21874.8598,2413.8752,627.674
Pakistan,2017,317.0489,99.96850144,18931.4215,24170.9097,546.2428,8.4402,210.928,6870.7572,379.872,2826.0172,21865.1195,2423.1939,614.1471
Pakistan,2018,337.8821,99.88719055,18945.2876,24130.182,546.8551,8.4247,210.928,6869.1315,379.314,2854.8333,21823.6707,2430.4231,627.2408
Pakistan,2019,354.5009,99.82042939,19012.4831,24097.1968,547.3899,8.417,210.928,6864.8994,379.1977,2890.2761,21708.4004,2464.0588,626.3834
Pakistan,2020,354.8148,99.80031457,19094.3348,24091.8713,547.5294,8.4325,210.9048,6862.4437,378.8024,2900.3129,21614.1666,2474.0003,626.2449
Peru,1992,126.987,99.86520951,16303.5613,2463.8901,1103.9717,4.8983,300.0658,10263.6736,216.1906,6212.383,9488.2742,83093.6413,301.1421
Peru,1993,128.8878,100.649646,16310.9825,2482.3391,1228.6374,5.0145,300.058,10270.403,231.2419,6211.9335,9487.9254,82910.893,310.2924
Peru,1994,130.4224,94.48086951,16310.9286,2320.7645,1228.5677,5.0145,300.0503,10269.9441,231.2419,6211.453,9487.5766,82911.1383,471.5623
Peru,1995,132.079,96.35653654,16344.2792,2367.7697,1259.2904,4.8363,300.0425,10301.2877,237.3493,6222.1951,9474.0676,82753.0494,482.4173
Peru,1996,134.1077,96.71968007,16351.3078,2375.1622,1281.7899,4.6658,300.027,10285.102,241.023,6227.9304,9473.6491,82716.5544,487.339
Peru,1997,136.7641,97.10002134,16383.3791,2382.3732,1300.3522,4.6658,300.027,10257.378,244.3557,6221.7146,9469.3399,82683.782,494.5229
Peru,1998,140.8331,98.14683273,16406.246,2405.4635,1326.3782,4.6348,300.0115,10238.3685,248.4634,6237.944,9445.3368,82626.986,498.0449
Peru,1999,144.3499,101.6850974,16497.1632,2493.7424,1368.153,4.4875,300.0038,10170.8242,266.8784,6224.9077,9438.7257,82448.8806,520.5872
Peru,2000,148.6049,102.6858654,16572.7212,2515.4495,1374.9346,4.4875,299.9883,10081.3703,268.8625,6214.1191,9431.169,82421.3578,545.5624
Peru,2001,149.1745,102.3565129,16596.3063,2506.3356,1381.0265,4.4875,299.9883,10055.7028,268.01,6134.2199,9513.3081,82405.9337,564.1501
Peru,2002,149.5931,101.5362383,16621.2092,2484.6375,1380.8792,4.4875,299.9883,10028.7968,268.785,6000.6257,9667.3557,82392.5104,579.8482
Peru,2003,149.9128,100.424893,16626.5387,2455.4843,1381.7317,4.4875,299.9883,10022.6387,268.258,5953.4721,9722.5543,82400.017,593.5815
Peru,2004,154.3596,104.9313863,16685.8085,2567.9536,1509.3891,4.4255,299.9883,10066.1174,380.2518,5920.277,9744.612,81903.0659,642.4553
Peru,2005,154.8943,103.0735978,16689.8328,2519.2191,1501.5224,4.4255,299.9883,10062.6665,382.0886,5907.016,9749.2235,81934.2173,673.5219
Peru,2006,157.3764,101.9776577,16700.5185,2488.3061,1502.8788,4.72,299.9883,10058.6948,381.0035,5898.196,9739.8455,81950.0361,697.1441
Peru,2007,160.0038,100.8116911,16718.6791,2455.4279,1509.7534,4.72,299.9883,10053.9663,379.3527,5890.9803,9722.407,81963.2712,720.0956
Peru,2008,162.1953,100.3007993,16711.0058,2439.9821,1506.1339,4.72,299.9883,10050.4112,380.5308,5897.9247,9714.5326,81972.5733,738.6546
Peru,2009,164.1309,100.1267591,16701.548,2433.5337,1508.4746,4.72,299.9883,10041.7443,380.4068,5910.3642,9701.0778,81989.4848,743.3018
Peru,2010,166.799,99.24373221,16706.3888,2407.954,1508.7536,4.7433,299.9883,10036.8088,381.1586,5921.4008,9672.2927,82001.9307,770.4274
Peru,2011,169.0951,98.41016432,16690.5889,2384.0324,1513.3264,4.7433,299.9883,10042.5902,381.1353,5932.1429,9671.4247,81985.06,804.537
Peru,2012,171.8039,99.13229108,16682.047,2400.0594,1514.7447,4.7433,299.9883,10046.6906,381.3678,5950.6199,9647.0883,81983.2062,796.3623
Peru,2013,177.5527,99.39709498,16674.8364,2401.1795,1517.0543,4.7433,299.9883,10048.1756,381.0113,5950.9454,9643.6704,81987.9175,791.5913
Peru,2014,182.5866,99.73184958,16670.9822,2404.8323,1519.0617,4.7123,299.9883,10045.099,382.3289,5962.4703,9626.4412,81992.5482,787.7111
Peru,2015,186.1441,100.0,16670.7298,2408.2296,1519.0617,4.7123,299.9883,10044.6774,382.3289,5961.5093,9624.6121,81992.8698,783.7972
Peru,2016,187.0741,100.4568241,16654.9733,2419.1519,1518.8834,4.7123,299.9883,9998.7933,384.902,5995.8127,9585.5499,82046.4816,782.3664
Peru,2017,199.9263,101.4707294,16677.8272,2432.6041,1526.1611,4.7123,299.9883,9985.5121,385.5531,6035.4872,9493.0019,82064.8101,773.1007
Peru,2018,205.5357,103.1519105,16676.6408,2470.6115,1520.325,4.7123,299.9883,9968.5937,392.3734,6139.0872,9363.8332,82083.194,753.8218
Peru,2019,221.3001,102.4204701,16574.7063,2435.8691,1520.9528,4.7123,299.9883,9933.1518,392.7765,6262.7996,9242.4382,82208.6344,781.3047
Peru,2020,221.2071,102.3892869,16509.4729,2435.1573,1521.3093,4.7278,300.058,9898.8142,392.7997,6310.6043,9193.5795,82310.0334,781.0764
Philippines,1992,75.0145,109.4772801,2129.4951,7319.3158,942.1892,544.747,0.0,1404.542,0.0,146.6304,0.0,11298.0891,5925.481
Philippines,1993,76.6014,109.0371534,2129.5924,7288.0018,942.1659,544.7005,0.0,1404.5273,0.0,146.6304,0.0,11298.3712,5954.9132
Philippines,1994,77.9616,108.5915235,2129.6699,7256.5428,942.1504,544.6617,0.0,1404.5083,0.0,146.6304,0.0,11298.6014,5984.7776
Philippines,1995,79.4962,108.9139599,2152.6445,7276.7863,908.1725,553.2647,0.0,1420.1344,0.0,150.0019,0.0,11186.7522,6058.2516
Philippines,1996,81.3679,107.2212324,2151.6319,7160.5841,905.7466,556.4656,0.0,1420.2855,0.0,151.0327,0.0,11203.1599,6155.2299
Philippines,1997,83.0653,104.5485052,2153.0231,6978.365,905.2429,559.093,0.0,1422.5552,0.0,151.6372,0.0,11206.9072,6325.6153
Philippines,1998,84.6754,103.917517,2151.4265,6934.1366,905.2274,560.7206,0.0,1422.432,0.0,152.1798,0.0,11227.9791,6346.7268
Philippines,1999,86.3437,103.219515,2150.0074,6885.3237,905.3126,563.534,0.0,1423.9146,0.0,152.7455,0.0,11254.3065,6364.016
Philippines,2000,88.0469,102.3482216,2141.8892,6824.7715,904.2586,564.5183,0.0,1419.3012,0.0,152.885,0.0,11317.8775,6371.9559
Philippines,2001,90.4301,101.7628982,2140.7204,6782.8543,903.8168,564.7741,0.0,1418.7133,0.0,152.7223,0.0,11335.1214,6396.3514
Philippines,2002,91.7961,101.3256645,2143.8497,6751.9566,902.5147,565.4716,0.0,1421.0532,0.0,152.8463,0.0,11325.581,6430.4349
Philippines,2003,92.6797,100.8816158,2142.0322,6721.081,901.7629,565.8746,0.0,1419.1849,0.0,152.9936,0.0,11339.2803,6450.6149
Philippines,2004,93.2145,101.2696935,2136.2953,6746.7578,901.5381,568.0758,0.0,1411.1074,0.0,153.4121,0.0,11384.1313,6390.9718
Philippines,2005,96.2546,100.1343639,2135.8109,6667.0351,900.5151,568.9671,0.0,1409.0605,0.0,153.5748,0.0,11393.7225,6460.5635
Philippines,2006,99.5621,100.8082661,2136.0706,6709.2444,898.438,570.6101,0.0,1405.5221,0.0,153.8228,0.0,11402.3351,6409.8989
Philippines,2007,103.5497,101.0943704,2131.0669,6724.5809,896.2291,572.2997,0.0,1401.8778,0.0,153.8151,0.0,11446.1483,6355.9366
Philippines,2008,108.7463,101.7019107,2125.7544,6760.4189,896.5856,575.4852,0.0,1398.4735,0.0,153.8151,0.0,11489.5794,6276.6458
Philippines,2009,114.1871,101.4717226,2120.4236,6739.4307,897.3994,576.5005,0.0,1395.5682,0.0,153.9779,0.0,11538.7265,6249.2903
Philippines,2010,119.8837,97.84682438,2120.8631,6488.9007,896.0353,576.5935,0.0,1395.9879,0.0,154.1406,0.0,11544.1987,6488.9007
Philippines,2011,126.2604,99.12376487,2122.0365,6568.7713,894.524,577.3143,0.0,1396.9199,0.0,154.1406,0.0,11545.505,6400.0322
Philippines,2012,132.6545,99.95334684,2124.0132,6618.4089,892.2531,578.8721,0.0,1398.3634,0.0,154.1406,0.0,11541.1911,6345.6071
Philippines,2013,147.2621,100.1334596,2127.1599,6615.9665,891.4703,578.5233,0.0,1400.5719,0.0,154.2336,0.0,11538.3986,6331.9178
Philippines,2014,162.0267,99.95048277,2130.7569,6588.8433,851.2688,593.5437,0.0,1406.1061,0.0,156.2255,0.0,11590.7741,6305.9591
Philippines,2015,170.432,100.0,2131.2657,6583.7825,851.1603,593.2182,0.0,1406.0224,0.0,156.2255,0.0,11592.282,6301.1156
Philippines,2016,174.3673,100.0631046,2136.2298,6584.1094,851.1836,592.3656,0.0,1410.768,0.0,156.613,0.0,11578.4389,6301.4285
Philippines,2017,175.3613,100.0986999,2138.5364,6585.5196,851.3928,592.1409,0.0,1412.9152,0.0,156.6363,0.0,11570.2235,6302.7782
Philippines,2018,176.2681,100.1589219,2142.5662,6588.6803,851.3231,591.4433,0.0,1416.6606,0.0,156.5898,0.0,11556.1696,6305.8031
Philippines,2019,178.4595,100.2761005,2149.8508,6594.4034,851.2611,590.1102,0.0,1423.3961,0.0,156.7448,0.0,11529.9976,6311.2806
Philippines,2020,182.8424,100.3327156,2152.7061,6593.9026,852.4314,587.7541,0.0,1425.8677,0.0,156.5433,0.0,11522.911,6310.8013
Russian Federation,1992,1392.6831,98.2125174,153123.1101,155440.7782,60646.7,0.0,5309.0623,118778.5459,87681.5,123385.1276,31566.8891,954389.589,2001.7675
Russian Federation,1993,1422.4157,98.1527884,153122.9786,155315.767,60646.2,0.0,5309.0623,118776.6081,87680.2,123382.0888,31566.3961,954388.4925,2106.639
Russian Federation,1994,1454.084,97.97969272,153121.8457,155007.5557,60645.8,0.0,5309.0623,118774.4054,87678.8,123379.0578,31565.9799,954386.5414,2392.308
Russian Federation,1995,1485.5197,98.14931586,153107.2001,155246.9707,60766.8,0.0,5309.0623,118738.4319,86795.0,122656.0962,31557.6844,955739.0091,2313.4843
Russian Federation,1996,1516.7346,98.21359223,153218.8215,155318.3879,61072.0,0.0,5309.0623,119095.0712,86606.0,122606.6922,31698.4037,954871.9369,2402.0467
Russian Federation,1997,1548.461,98.42761184,153417.5898,155628.4141,61206.8,0.0,5309.0623,119380.6837,86549.9,122425.4744,31732.9834,954173.9098,2341.7641
Russian Federation,1998,1584.175,98.59945353,153717.6459,155867.2343,61312.7,0.0,5309.0623,119659.4821,86544.5,122338.5664,31725.836,953399.4649,2257.7097
Russian Federation,1999,1620.2901,98.93591913,154715.0063,156368.3224,61304.5,0.0,5309.0623,120709.106,85653.8,121780.1613,31765.4596,952181.2276,2308.4581
Russian Federation,2000,1660.8985,99.61383889,155327.3454,157410.2272,61340.1,0.0,5309.0623,121781.6948,85002.9,120455.2052,31852.5192,951215.8772,2359.1158
Russian Federation,2001,1782.7527,99.70883189,155605.7569,157440.1447,61209.8,0.0,5309.0623,122334.9961,84199.4,119889.6693,31827.0904,951755.3893,2361.7293
Russian Federation,2002,1898.3001,99.81018588,155753.9825,157486.3966,61137.7,0.0,5309.0623,122628.0262,83716.5,119588.3356,31794.5299,952061.7755,2340.6434
Russian Federation,2003,2007.7381,99.8369072,155653.7382,157419.6168,61003.8,0.0,5309.0623,122680.9903,83306.0,119164.0791,31802.7384,953037.3831,2329.9732
Russian Federation,2004,2121.4079,99.88292126,156478.8727,157379.28,60844.4,0.0,5309.0623,123274.0641,82185.9,118012.5001,31642.8012,954133.1841,2332.0984
Russian Federation,2005,2178.8096,99.89173631,156459.7852,157336.1353,60779.1,0.0,5309.0623,123461.8046,82137.4,117870.3992,31634.8167,954222.6466,2325.5273
Russian Federation,2006,2213.4249,99.8645844,156588.2128,157258.1182,60713.7,0.0,5309.0623,123504.646,82025.3,117636.0353,31593.9244,954548.1497,2324.4513
Russian Federation,2007,2249.3598,99.79765814,156688.6739,157115.3763,60593.7,0.0,5309.0623,123739.9444,81522.4,117236.6747,31588.0182,955354.053,2318.4644
Russian Federation,2008,2309.4295,99.81193903,156743.7878,157077.9661,60411.4,0.0,5309.0623,124104.423,81278.3,116706.5686,31617.0725,955840.9807,2315.192
Russian Federation,2009,2327.2807,99.81355474,156936.4711,157062.9272,60220.8,0.0,5309.0623,124609.4586,81006.9,116332.2056,31673.5802,955922.9938,2314.9704
Russian Federation,2010,2344.446,99.90823697,157323.0674,157196.8131,59983.6,0.0,5309.0623,125123.2914,81309.6,116340.1417,31685.8422,954782.3039,2316.9437
Russian Federation,2011,2361.96,99.91086862,157770.2349,157183.4647,59947.5,0.0,5309.0623,125899.873,81361.5,116318.0022,31723.95,953522.4266,2316.747
Russian Federation,2012,2404.6436,100.0364099,158003.7173,157341.311,59919.3,0.0,5309.0623,126400.8004,81463.7,116354.4517,31752.15,952447.1031,2319.0735
Russian Federation,2013,2424.0933,100.0378163,158086.7567,157323.9736,59931.8,0.0,5309.0623,126624.1103,81412.7,116335.693,31783.7655,952163.1244,2318.8179
Russian Federation,2014,2454.1921,99.97506507,158199.8702,157193.6946,59957.8,0.0,5309.0623,127134.6307,81094.9,116057.8437,31829.5802,952165.6989,2316.8977
Russian Federation,2015,2470.625,100.0,158348.2563,157217.139,59957.5,0.0,5309.0623,127629.0835,81163.1,116113.0762,31909.8647,951279.8489,2317.2433
Russian Federation,2016,2526.2421,99.825314,157766.7889,156875.6115,59992.3,0.0,5309.0623,127102.6019,80943.6,115940.1204,31842.3089,953030.0226,2312.2095
Russian Federation,2017,2554.318,99.82075084,157960.8067,156840.0868,60011.7,0.0,5309.0623,127447.065,81139.8,115837.5509,31830.0889,952396.979,2311.6859
Russian Federation,2018,2572.2681,100.1843721,159452.7325,157402.8048,60037.3,0.0,5309.0623,130692.695,82583.8,115823.1458,32010.8396,945434.8895,2319.9799
Russian Federation,2019,2656.4029,100.5045426,160741.3074,157831.4889,60066.4,0.0,5309.0623,133971.5861,84262.4,115748.7726,32259.3475,938483.0056,2326.2983
Russian Federation,2020,2656.1181,100.6291514,161258.1313,158087.279,60050.4,0.0,5309.3568,134790.6202,84392.7,115825.1076,32365.574,937186.5178,2330.0684
South Africa,1992,258.6998,94.02901505,24121.4956,12486.8238,563.9603,46.7119,0.0,64384.947,259.9883,9393.9514,649.0368,10009.8276,294.0755
South Africa,1993,266.0007,94.12145139,24120.4208,12492.0521,563.782,46.7119,0.0,64380.2677,259.8565,9393.8972,648.5485,10009.5408,288.4356
South Africa,1994,272.511,94.13757444,24119.1553,12487.7225,563.6193,46.7119,0.0,64376.142,259.748,9393.8274,648.2307,10009.3366,292.4634
South Africa,1995,279.0621,94.30204306,24145.404,12503.4637,562.697,46.7351,0.0,64380.1311,259.531,9398.2374,651.5092,9946.3074,296.3784
South Africa,1996,285.3865,94.27580006,24163.0451,12493.5825,563.782,46.7816,0.0,64379.8719,259.4923,9398.9272,654.1211,9913.2746,311.1955
South Africa,1997,290.9551,94.39836974,24201.5751,12504.6325,565.9754,46.7894,0.0,64385.7792,259.6163,9395.7805,656.6477,9846.8538,314.8977
South Africa,1998,296.332,94.50254825,24249.1822,12513.3704,566.7814,46.7894,0.0,64403.9418,259.7868,9392.6028,660.8794,9750.9561,328.8185
South Africa,1999,301.1566,95.26397289,24420.8751,12611.762,556.6361,46.9366,0.0,64670.8684,261.0501,9378.4583,674.1094,9208.5211,339.1244
South Africa,2000,306.9753,96.33897694,24442.2968,12751.6536,557.6669,46.9289,0.0,64729.2014,261.8639,9361.2213,677.4654,8978.732,355.4436
South Africa,2001,330.4068,96.75621957,24468.6667,12784.7782,556.9384,47.0141,0.0,64747.054,261.7786,9344.2556,682.0459,8872.8177,373.6873
South Africa,2002,351.269,97.09529171,24474.1358,12809.8809,553.0787,47.0839,0.0,64760.5018,263.7162,9327.3287,696.2059,8812.2694,374.0111
South Africa,2003,369.0156,97.42973588,24494.3802,12837.4676,548.2579,47.3241,0.0,64782.1579,265.2508,9314.6722,700.0734,8733.3072,377.5726
South Africa,2004,379.0078,98.31015779,24516.7157,12946.8127,544.7625,47.5102,0.0,64811.0113,267.2504,9245.0733,699.2983,8642.1024,369.9089
South Africa,2005,397.2601,98.47412139,24516.1746,12950.7904,544.1967,47.6729,0.0,64800.9965,266.8397,9241.7484,701.6855,8628.6008,373.5332
South Africa,2006,412.0072,98.64825189,24505.1864,12959.6424,545.9948,47.6962,0.0,64805.8996,266.8552,9243.9418,704.9407,8607.0216,370.2755
South Africa,2007,427.4403,98.90571678,24500.2271,12979.1146,546.6071,47.6962,0.0,64825.3314,266.5762,9230.9986,715.2332,8557.4018,372.892
South Africa,2008,440.0948,99.03234607,24488.6087,12983.6195,546.297,47.7737,0.0,64832.6415,266.4289,9229.4872,716.7756,8532.2943,385.4512
South Africa,2009,451.9471,99.20324001,24476.3883,12994.9317,547.2271,47.8357,0.0,64832.1779,266.4211,9219.9232,719.6122,8502.426,410.5824
South Africa,2010,462.2126,99.14489146,24469.954,12976.7511,547.0566,47.8589,0.0,64853.3793,266.4986,9212.568,719.2557,8468.6582,445.2248
South Africa,2011,472.5129,99.26857316,24463.1379,12983.2262,547.2968,47.8744,0.0,64864.6576,266.5529,9212.661,717.1321,8448.8477,445.6139
South Africa,2012,485.3883,99.4263878,24463.321,12991.7426,547.0643,47.8589,0.0,64879.485,266.8009,9203.1512,714.1482,8423.4224,447.1325
South Africa,2013,521.0907,99.71466192,24457.2668,12995.1037,546.8163,47.8589,0.0,64867.0101,266.5917,9198.718,710.614,8411.0907,447.2482
South Africa,2014,540.6857,99.93831541,24459.9414,13005.8293,552.4896,47.8589,0.0,64867.5249,265.5608,9194.6258,701.0267,8386.2908,447.6173
South Africa,2015,550.9628,100.0,24457.7958,13003.9086,552.4044,47.8589,0.0,64862.6261,265.4833,9194.4708,700.7632,8385.5821,447.5512
South Africa,2016,568.75,100.1500736,24443.2822,13006.4684,552.1331,47.9829,0.0,64824.4803,265.5531,9192.4324,696.5469,8424.1812,447.6393
South Africa,2017,604.342,100.4253787,24437.1211,13008.1962,552.0246,47.8977,0.0,64814.7357,265.4833,9183.0001,692.0672,8416.9058,447.6988
South Africa,2018,621.4084,100.7490581,24433.3028,13034.9934,551.7998,47.8589,0.0,64822.0652,265.6771,9169.5376,680.3098,8393.8022,448.621
South Africa,2019,661.3193,101.4553722,24361.3576,13090.8257,550.9551,47.7737,0.0,64803.7052,265.6306,9166.0732,676.6748,8394.5474,450.5426
South Africa,2020,750.7438,102.1739532,24336.2212,13098.8386,550.9395,47.6729,0.0,64754.6759,263.9488,9154.3313,673.5902,8387.9312,450.8184
Spain,1992,218.6901,103.4194669,7176.2375,16690.5082,414.3537,0.0,0.0,6089.5096,49.9128,1285.2854,488.316,13008.1633,5211.0487
Spain,1993,224.4157,103.4472054,7176.0087,16689.3271,414.2064,0.0,0.0,6089.1903,49.8275,1284.8513,487.975,13008.4946,5207.7563
Spain,1994,230.2692,103.0956942,7175.8962,16625.9923,414.0281,0.0,0.0,6088.8884,49.781,1284.2933,487.4713,13008.8996,5266.5071
Spain,1995,237.0703,102.1020612,7184.7617,16456.7425,411.8193,0.0,0.0,6083.8549,49.7965,1250.4317,503.5224,12937.6258,5516.436
Spain,1996,244.6792,103.1224578,7185.8839,16615.9747,410.5017,0.0,0.0,6081.6003,50.0058,1212.5708,507.3666,12925.8886,5397.6045
Spain,1997,252.5266,102.5809721,7189.4121,16519.5718,414.6637,0.0,0.0,6083.4186,50.0911,1198.2247,507.7464,12895.5685,5520.7865
Spain,1998,261.0947,101.3943096,7208.4428,16317.0028,416.5393,0.0,0.0,6083.7154,50.06,1175.733,512.6059,12845.1283,5761.7479
Spain,1999,269.6569,101.5579442,7301.7432,16335.1841,417.0508,0.0,0.0,6099.3724,52.0907,1105.1885,522.5497,12626.3057,5902.8947
Spain,2000,278.8935,101.5156275,7322.6161,16319.0249,418.4071,0.0,0.0,6115.7448,52.2302,1051.6563,523.162,12578.0143,5972.276
Spain,2001,294.1638,100.5024401,7319.4267,16138.1095,419.9805,0.0,0.0,6109.0101,52.2534,1034.3031,523.2783,12589.686,6151.8513
Spain,2002,312.9044,100.4265218,7338.2988,16106.9501,420.9338,0.0,0.0,6114.7338,52.2069,1014.555,521.4569,12540.0507,6209.9536
Spain,2003,330.1975,100.810102,7359.7035,16152.3822,421.8328,0.0,0.0,6116.1056,52.3154,1005.735,519.8448,12514.2859,6159.6701
Spain,2004,346.6362,101.2065,7401.8781,16200.7538,421.6081,0.0,0.0,6143.1275,53.0517,991.7222,517.4189,12421.3528,6134.5196
Spain,2005,367.5391,100.9986743,7400.2287,16145.8607,421.0578,0.0,0.0,6139.1221,53.2222,989.6993,515.1248,12434.6715,6165.5107
Spain,2006,383.9778,101.0219073,7401.658,16133.211,420.6703,0.0,0.0,6145.9142,53.168,986.5837,513.8072,12431.4497,6161.5675
Spain,2007,402.3637,101.0254973,7393.997,16115.4194,422.3366,0.0,0.0,6142.9826,53.106,974.586,512.1176,12456.2805,6158.8405
Spain,2008,415.4193,100.8903986,7389.8346,16080.2623,422.5846,0.0,0.0,6145.2244,53.0207,966.4248,510.8078,12488.2607,6160.1517
Spain,2009,429.2713,101.2728383,7389.0446,16128.9457,423.7162,0.0,0.0,6152.3393,52.9665,961.356,510.1025,12493.8062,6090.4613
Spain,2010,442.4664,101.5284683,7391.9281,16157.5433,429.7848,0.0,0.0,6157.093,52.7882,959.0929,508.3509,12480.3224,6052.6302
Spain,2011,455.3535,102.0944647,7394.8466,16237.2229,433.4352,0.0,0.0,6163.322,52.7417,958.2868,506.1963,12469.5783,5961.0949
Spain,2012,471.2573,100.1433306,7401.4478,15902.3073,433.2337,0.0,0.0,6189.8374,52.8192,958.4651,505.584,12430.8479,6286.282
Spain,2013,494.5261,99.44284615,7403.958,15764.4852,433.753,0.0,0.0,6194.063,52.7184,957.8218,496.6478,12425.2249,6408.8113
Spain,2014,519.2538,99.95878721,7412.2225,15824.1107,439.6123,0.0,0.0,6201.0856,52.0829,956.853,494.2374,12404.4421,6328.0977
Spain,2015,535.8727,100.0,7411.6909,15814.2529,439.5038,0.0,0.0,6200.6997,52.0442,956.171,493.1756,12405.0405,6323.6172
Spain,2016,536.175,101.1970832,7396.4939,16009.6709,441.2399,0.0,0.0,6188.6349,51.4009,960.0617,493.1446,12461.5644,6093.6691
